Perry Greenfield@Basics of Python@t@m@1@s
Michael Droettboom@Basics of Python@t@m@1@s
Fernando Perez@Basics of Python@t@m@1@s
Perry Greenfield@Astronomical Data Analysis@t@m@0@s
David Cournapeau@Building Extensions with Numscons@t@m@0@s
Robert Bradshaw@Writing Optimized Extensions with Cython@t@m@0@s
William Stein@Beyond Pure Python: Sage@t@m@0@s
Stefan van der Walt@Advanced NumPy@t@m@0@s
Eric Jones@Scientific GUI Applications with the Enthought Toolset@t@m@0@s
Peter Wang@Interactive Plots Using Chaco@t@m@0@s
Prabhu Ramachandran@3-d Visualization using TVTK and Mayavi@t@m@1@s
Gael Varoquaux@3-d Visualization using TVTK and Mayavi@t@m@1@s
Alex Martelli@Keynote@k@m@0@s
Travis Vaught@State of SciPy@n@m@1@s
Jarrod Millman@State of SciPy@n@m@1@s
Aric Hagberg@Exploring network structure, dynamics, and function using NetworkX@n@m@0@s
Stefano Taschini@Interval arithmetic: Python implementation and applications@n@m@0@s
Damian Eads@Experiences Using Scipy for Computer Vision Research@n@m@0@s
Stefan Van der Walt@The new NumPy documentation framework@n@m@0@s
Michael Droettboom@Matplotlib solves the riddle of the sphinx@n@m@0@s
Joe Harrington@The SciPy documentation project@n@m@0@s
William Stein@Sage: creating a viable free Python-based open source alternative to Magma, Maple, Mathematica and Matlab@n@m@0@s
Perry Greenfield@Pysynphot: A Python Re-Implementation of a Legacy App in Astronomy@n@m@0@s
Robert Lupton@How the Large Synoptic Survey Telescope LSST is using Python@n@m@0@s
Dan Starr@Real-time Astronomical Time-series Classification and Broadcast Pipeline@n@m@0@s
Matthew Turk@Analysis and Visualization of Multi-Scale Astrophysical Simulations using Python and NumPy@n@m@0@s
Prabhu Ramachandran@Mayavi: Making 3D data visualization reusable@n@m@1@s
Gael Varoquaux@Mayavi: Making 3D data visualization reusable@n@m@1@s
Ryan Krauss@Finite Element Modeling of Contact and Impact Problems Using Python@n@m@0@s
Viral Shah@PyCircuitScape: A Tool for Landscape Ecology@n@m@0@s
Karl Young@Summarizing Complexity in High Dimensional Spaces@n@m@0@s
Travis Oliphant@UFuncs: A generic function mechanism in Python@n@m@0@s
Evan Patterson@NumPy Optimization: Manual tuning and automated approaches@n@m@0@s
Ilan Schnell@Converting Python functions to dynamically-compiled C@n@m@0@s
Rahul Garg@unPython: Converting Python numerical programs into C@n@m@0@s
Robert Kern@Implementing the Grammar of Graphics for Python@n@m@0@s
